,location,total_sqft,bath,price,bedroom,pricepersqft
389,Ambedkar Nagar,1425.0,2.0,94.0,2,6596.491228070176
390,Ambedkar Nagar,2395.0,4.0,150.0,3,6263.048016701461
391,Amruthahalli,900.0,2.0,40.0,2,4444.444444444444
392,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
393,Amruthahalli,1900.0,3.0,135.0,3,7105.263157894737
394,Amruthahalli,924.0,2.0,45.0,2,4870.12987012987
395,Amruthahalli,900.0,2.0,60.0,2,6666.666666666667
396,Amruthahalli,1100.0,2.0,45.0,2,4090.909090909091
397,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
398,Amruthahalli,1350.0,2.0,63.0,3,4666.666666666667
399,Amruthahalli,1605.0,3.0,65.0,3,4049.8442367601247
400,Amruthahalli,1700.0,3.0,77.0,3,4529.411764705882
401,Amruthahalli,1450.0,2.0,85.0,3,5862.068965517241
402,Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
403,Amruthahalli,1250.0,2.0,79.0,2,6320.0
404,Amruthahalli,1190.0,2.0,50.0,2,4201.680672268908
405,Amruthahalli,1202.0,2.0,65.0,2,5407.65391014975
406,Amruthahalli,1340.0,2.0,75.0,2,5597.014925373134
407,Amruthahalli,2650.0,4.0,175.0,3,6603.773584905661
408,Amruthahalli,1450.0,2.0,90.0,3,6206.896551724138
409,Amruthahalli,1025.0,2.0,42.0,2,4097.5609756097565
410,Amruthahalli,485.0,1.0,19.5,1,4020.618556701031
411,Anandapura,1167.0,2.0,43.76,2,3749.7857754927163
412,Anandapura,1000.0,2.0,55.0,2,5500.0
413,Anandapura,1141.0,2.0,42.79,2,3750.219106047327
414,Anandapura,1576.0,3.0,59.1,3,3750.0
415,Anandapura,1200.0,2.0,67.0,2,5583.333333333333
416,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
417,Anandapura,1151.0,2.0,43.1,2,3744.5699391833186
418,Anandapura,1141.0,2.0,42.75,2,3746.7134092900965
419,Anandapura,900.0,2.0,48.0,2,5333.333333333333
420,Anandapura,1749.0,4.0,90.0,4,5145.797598627787
421,Anandapura,1151.0,2.0,42.9,2,3727.193744569939
422,Anandapura,1576.0,3.0,58.0,3,3680.203045685279
423,Anandapura,1250.0,2.0,45.0,2,3600.0
424,Anandapura,1151.0,2.0,43.16,2,3749.7827975673326
425,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
426,Anandapura,1200.0,2.0,66.0,3,5500.0
427,Anandapura,1415.0,2.0,74.0,3,5229.681978798587
428,Anandapura,1200.0,2.0,50.0,2,4166.666666666667
429,Anandapura,1141.0,2.0,50.0,2,4382.120946538124
430,Anandapura,1576.0,3.0,58.7,3,3724.6192893401017
431,Ananth Nagar,500.0,1.0,14.0,1,2800.0
432,Ananth Nagar,1100.0,2.0,31.5,2,2863.6363636363635
433,Ananth Nagar,982.0,2.0,24.55,2,2500.0
434,Ananth Nagar,500.0,2.0,14.0,1,2800.0
435,Ananth Nagar,900.0,2.0,22.5,2,2500.0
436,Ananth Nagar,908.0,2.0,26.0,2,2863.4361233480176
437,Ananth Nagar,870.0,2.0,36.0,2,4137.931034482759
438,Ananth Nagar,937.0,2.0,35.0,2,3735.325506937033
439,Ananth Nagar,960.0,2.0,37.0,2,3854.1666666666665
440,Ananth Nagar,500.0,1.0,14.0,1,2800.0
441,Ananth Nagar,1000.0,2.0,29.7,2,2970.0
442,Ananth Nagar,850.0,2.0,25.99,2,3057.6470588235293
443,Ananth Nagar,902.0,2.0,25.26,2,2800.4434589800444
444,Ananth Nagar,1470.0,3.0,54.0,3,3673.469387755102
445,Ananth Nagar,810.0,2.0,25.5,2,3148.1481481481483
446,Ananth Nagar,890.0,2.0,27.0,2,3033.7078651685392
447,Ananth Nagar,1200.0,2.0,36.0,2,3000.0
448,Ananth Nagar,1319.0,3.0,37.75,3,2862.016679302502
449,Ananth Nagar,1319.0,3.0,42.0,3,3184.230477634572
450,Ananth Nagar,1000.0,2.0,25.0,2,2500.0
451,Ananth Nagar,902.0,2.0,25.0,2,2771.6186252771618
452,Ananth Nagar,930.0,2.0,25.99,2,2794.6236559139784
453,Ananth Nagar,1074.0,2.0,26.85,2,2500.0
454,Ananth Nagar,500.0,1.0,14.0,1,2800.0
455,Ananth Nagar,1010.0,2.0,38.0,2,3762.3762376237623
456,Ananth Nagar,992.0,2.0,24.8,2,2500.0
457,Anekal,1200.0,1.0,36.0,2,3000.0
458,Anekal,656.0,2.0,22.0,2,3353.6585365853657
459,Anekal,620.0,2.0,22.0,2,3548.3870967741937
460,Anekal,600.0,1.0,16.5,1,2750.0
461,Anekal,925.0,2.0,40.0,2,4324.324324324324
462,Anekal,530.0,1.0,18.0,1,3396.2264150943397
463,Anekal,1800.0,3.0,68.0,3,3777.777777777778
464,Anekal,1200.0,1.0,36.0,2,3000.0
465,Anekal,351.0,1.0,16.0,1,4558.404558404558
466,Anekal,1035.0,2.0,38.3,2,3700.483091787439
467,Anekal,888.0,2.0,34.0,2,3828.828828828829
468,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
469,Anekal,700.0,1.0,19.4,2,2771.428571428571
470,Anekal,1200.0,1.0,36.0,2,3000.0
471,Anekal,1200.0,2.0,36.0,4,3000.0
472,Anekal,766.0,2.0,28.0,2,3655.3524804177546
473,Anekal,967.0,2.0,45.0,3,4653.567735263702
474,Anekal,620.0,1.0,23.5,2,3790.3225806451615
475,Anekal,1150.0,3.0,45.0,3,3913.0434782608695
476,Anekal,1200.0,1.0,36.0,2,3000.0
477,Anekal,1200.0,1.0,36.0,2,3000.0
478,Anekal,400.0,1.0,11.5,1,2875.0
479,Anekal,456.0,1.0,15.0,1,3289.4736842105262
480,Anekal,1200.0,1.0,36.0,2,3000.0
481,Anekal,1200.0,1.0,36.0,2,3000.0
482,Anekal,2400.0,4.0,95.0,3,3958.3333333333335
483,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
484,Anekal,1200.0,2.0,36.1,2,3008.3333333333335
485,Anekal,680.0,1.0,21.0,2,3088.235294117647
486,Anekal,420.0,1.0,12.5,1,2976.190476190476
487,Anekal,614.0,1.0,28.0,2,4560.260586319218
488,Anekal,1140.0,2.0,52.0,2,4561.403508771929
489,Anekal,625.0,1.0,25.0,2,4000.0
490,Anjanapura,1850.0,4.0,86.0,4,4648.648648648648
491,Anjanapura,1070.0,2.0,39.0,2,3644.8598130841124
492,Anjanapura,1500.0,3.0,121.0,3,8066.666666666667
493,Anjanapura,1070.0,2.0,37.0,2,3457.9439252336447
494,Anjanapura,950.0,2.0,40.0,2,4210.526315789473
495,Anjanapura,1280.0,2.0,45.0,3,3515.625
496,Anjanapura,710.0,2.0,25.0,2,3521.1267605633802
497,Anjanapura,1347.0,2.0,37.72,3,2800.2969561989607
498,Anjanapura,950.0,2.0,32.0,2,3368.4210526315787
499,Anjanapura,1800.0,4.0,55.0,4,3055.5555555555557
500,Anjanapura,1843.0,3.0,87.54,3,4749.864351600651
501,Anjanapura,1076.0,2.0,30.13,2,2800.185873605948
502,Anjanapura,950.0,2.0,30.0,2,3157.8947368421054
503,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
504,Ardendale,3198.0,4.0,200.0,4,6253.908692933083
505,Ardendale,2422.0,4.0,160.0,4,6606.110652353427
506,Ardendale,1750.0,3.0,100.0,3,5714.285714285715
507,Ardendale,3200.0,4.0,205.0,4,6406.25
508,Ardendale,1728.0,3.0,95.0,3,5497.685185185185
509,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
510,Ardendale,1732.46,3.0,92.0,3,5310.367916142364
511,Ardendale,2062.0,3.0,150.0,4,7274.4907856450045
512,Ardendale,2800.0,4.0,140.0,4,5000.0
513,Ardendale,1224.0,2.0,70.0,2,5718.954248366013
514,Ardendale,1777.26,3.0,105.0,3,5907.970696465346
515,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
516,Ardendale,2062.0,3.0,140.0,4,6789.524733268671
517,Ardendale,1650.0,3.0,82.0,3,4969.69696969697
518,Ardendale,1224.0,2.0,67.0,2,5473.856209150327
519,Ardendale,1723.0,3.0,95.0,3,5513.6390017411495
520,Ardendale,1777.26,3.0,89.0,3,5007.7084950991975
521,Ardendale,1777.26,3.0,92.0,3,5176.507657855351
522,Arekere,2060.0,3.0,140.0,3,6796.116504854369
523,Arekere,920.0,2.0,40.0,2,4347.826086956522
524,Arekere,1740.0,2.0,95.0,3,5459.770114942528
525,Arekere,1190.0,2.0,55.0,2,4621.848739495798
526,Arekere,600.0,1.0,28.0,1,4666.666666666667
527,Arekere,2072.0,3.0,108.0,3,5212.355212355213
528,Arekere,1100.0,2.0,55.0,2,5000.0
529,Arekere,900.0,2.0,50.0,2,5555.555555555556
530,Arekere,2710.0,6.0,142.0,4,5239.852398523985
531,Arekere,1240.0,2.0,60.0,2,4838.709677419355
532,Arekere,900.0,2.0,44.5,2,4944.444444444444
533,Attibele,450.0,1.0,11.0,1,2444.4444444444443
534,Attibele,1600.0,4.0,52.8,4,3300.0
535,Attibele,656.0,2.0,25.0,2,3810.9756097560976
536,Attibele,400.0,1.0,11.0,1,2750.0
537,Attibele,400.0,1.0,12.0,1,3000.0
538,Attibele,400.0,1.0,14.0,1,3500.0
539,Attibele,500.0,1.0,17.0,1,3400.0
540,Attibele,2168.0,4.0,95.0,4,4381.918819188192
541,Attibele,395.0,1.0,10.25,1,2594.9367088607596
542,Attibele,420.0,1.0,17.0,1,4047.6190476190477
543,Attibele,1639.0,2.0,40.98,3,2500.305064063453
544,Attibele,418.0,1.0,12.0,1,2870.813397129187
545,Attibele,1200.0,2.0,42.0,2,3500.0
546,Attibele,400.0,1.0,10.0,1,2500.0
547,Attibele,695.0,1.0,25.0,2,3597.122302158273
548,Attibele,850.0,1.0,25.0,2,2941.176470588235
549,Attibele,2400.0,3.0,120.0,3,5000.0
550,Attibele,450.0,1.0,12.5,1,2777.777777777778
551,Attibele,995.0,1.0,24.88,2,2500.502512562814
552,Attibele,900.0,1.0,25.0,2,2777.777777777778
553,Attibele,1174.0,2.0,29.35,2,2500.0
554,Attibele,782.0,1.0,19.55,1,2500.0
555,Attibele,1175.0,2.0,29.38,2,2500.425531914894
556,Attibele,656.0,2.0,25.0,2,3810.9756097560976
557,Attibele,400.0,1.0,11.5,1,2875.0
558,Attibele,460.0,1.0,13.0,1,2826.086956521739
559,Attibele,418.0,2.0,11.5,1,2751.196172248804
560,Attibele,1000.0,2.0,42.0,2,4200.0
561,Attibele,550.0,1.0,11.5,1,2090.909090909091
562,Attibele,996.0,2.0,24.9,2,2500.0
563,Attibele,410.0,1.0,10.0,1,2439.0243902439024
564,Attibele,1700.0,3.0,65.0,3,3823.529411764706
565,Attibele,400.0,1.0,10.25,1,2562.5
566,Attibele,656.0,2.0,25.0,2,3810.9756097560976
567,Attibele,1500.0,3.0,90.0,3,6000.0
568,Attibele,520.0,1.0,15.0,1,2884.6153846153848
569,BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
570,BEML Layout,2000.0,3.0,85.0,3,4250.0
571,BEML Layout,999.0,2.0,45.0,2,4504.504504504504
572,BEML Layout,2400.0,4.0,225.0,5,9375.0
573,BEML Layout,2000.0,2.0,85.0,3,4250.0
574,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
575,BEML Layout,1200.0,2.0,67.0,2,5583.333333333333
576,BEML Layout,2400.0,2.0,228.0,2,9500.0
577,BEML Layout,2000.0,3.0,85.0,3,4250.0
578,BEML Layout,2000.0,3.0,85.0,3,4250.0
579,BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
580,BTM 2nd Stage,1260.0,5.0,185.0,3,14682.539682539682
581,BTM 2nd Stage,950.0,2.0,52.0,2,5473.684210526316
582,BTM 2nd Stage,1850.0,3.0,170.0,3,9189.18918918919
583,BTM 2nd Stage,1200.0,2.0,80.0,2,6666.666666666667
584,BTM 2nd Stage,1274.0,2.0,70.0,2,5494.505494505494
585,BTM 2nd Stage,1250.0,3.0,50.0,3,4000.0
586,BTM 2nd Stage,1070.0,2.0,48.0,2,4485.981308411215
587,BTM 2nd Stage,1280.0,2.0,80.0,2,6250.0
588,BTM 2nd Stage,1100.0,2.0,70.0,2,6363.636363636364
589,BTM 2nd Stage,1000.0,2.0,58.0,2,5800.0
590,BTM 2nd Stage,2990.0,5.0,416.0,5,13913.04347826087
591,BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
592,BTM 2nd Stage,2200.0,3.0,220.0,3,10000.0
593,BTM 2nd Stage,2780.0,4.0,325.0,3,11690.647482014389
594,BTM 2nd Stage,2400.0,2.0,360.0,3,15000.0
595,BTM 2nd Stage,965.0,2.0,56.0,2,5803.108808290155
596,BTM 2nd Stage,1147.0,2.0,75.0,2,6538.7968613775065
597,BTM 2nd Stage,1750.0,3.0,172.0,3,9828.57142857143
598,BTM 2nd Stage,1400.0,2.0,90.0,2,6428.571428571428
599,BTM 2nd Stage,1200.0,2.0,70.0,2,5833.333333333333
600,BTM 2nd Stage,1100.0,2.0,47.0,2,4272.727272727273
601,BTM 2nd Stage,930.0,2.0,46.0,2,4946.236559139785
602,BTM 2nd Stage,1265.0,2.0,55.0,3,4347.826086956522
603,BTM 2nd Stage,2500.0,3.0,345.0,3,13800.0
604,BTM Layout,1150.0,2.0,63.0,2,5478.260869565217
605,BTM Layout,3300.0,6.0,165.0,6,5000.0
606,BTM Layout,1450.0,2.0,81.0,3,5586.206896551724
607,BTM Layout,1776.0,2.0,75.0,3,4222.972972972973
608,BTM Layout,1458.0,3.0,79.0,3,5418.38134430727
609,BTM Layout,935.0,2.0,51.5,2,5508.0213903743315
610,BTM Layout,1020.0,2.0,46.5,2,4558.823529411765
611,BTM Layout,1600.0,3.0,112.0,3,7000.0
612,BTM Layout,1300.0,2.0,75.0,3,5769.2307692307695
613,BTM Layout,1540.0,2.0,78.0,3,5064.935064935065
614,BTM Layout,450.0,1.0,20.0,1,4444.444444444444
615,BTM Layout,1196.0,2.0,56.81,2,4750.0
616,BTM Layout,1470.0,2.0,99.0,3,6734.693877551021
617,Babusapalaya,1358.0,2.0,43.4,3,3195.8762886597938
618,Babusapalaya,1213.0,2.0,41.39,3,3412.201154163232
619,Babusapalaya,1611.0,2.0,66.0,3,4096.83426443203
620,Babusapalaya,1167.0,2.0,39.98,3,3425.8783204798624
621,Babusapalaya,1675.0,3.0,75.0,3,4477.611940298508
622,Babusapalaya,1141.0,2.0,46.0,2,4031.5512708150745
623,Babusapalaya,1500.0,2.0,57.0,2,3800.0
624,Babusapalaya,1453.0,2.0,43.59,3,3000.0
625,Babusapalaya,1050.0,2.0,45.0,2,4285.714285714285
626,Babusapalaya,1141.0,2.0,45.9,2,4022.787028921998
627,Babusapalaya,1358.0,2.0,43.1,3,3173.784977908689
628,Babusapalaya,1230.0,3.0,53.0,3,4308.943089430894
629,Babusapalaya,1105.0,2.0,40.0,2,3619.9095022624433
630,Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
631,Babusapalaya,1450.0,2.0,55.99,2,3861.3793103448274
632,Babusapalaya,1100.0,2.0,38.0,2,3454.5454545454545
633,Babusapalaya,1213.0,2.0,36.37,3,2998.3511953833467
634,Babusapalaya,1061.0,2.0,33.84,2,3189.4439208294066
635,Babusapalaya,1061.0,2.0,38.95,2,3671.065032987748
636,Babusapalaya,1061.0,2.0,34.0,2,3204.5240339302545
637,Babusapalaya,1245.0,2.0,58.0,2,4658.634538152611
638,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
639,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
640,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
641,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
642,Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
643,Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
644,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
645,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
646,Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
647,Balagere,1210.0,2.0,80.9,2,6685.950413223141
648,Balagere,1210.0,2.0,72.0,2,5950.413223140496
649,Balagere,1205.0,2.0,78.5,2,6514.522821576764
650,Balagere,790.5,1.0,41.9,1,5300.44275774826
651,Balagere,1145.0,2.0,65.0,2,5676.855895196507
652,Balagere,1012.0,2.0,54.59,2,5394.268774703557
653,Balagere,1020.07,2.0,68.38,2,6703.461527150097
654,Balagere,1205.47,2.0,81.0,2,6719.370867794304
655,Balagere,1007.0,2.0,65.0,2,6454.816285998014
656,Balagere,1205.0,2.0,70.0,2,5809.128630705394
657,Balagere,1210.0,2.0,74.0,2,6115.702479338843
658,Balagere,1210.0,2.0,83.0,2,6859.504132231405
659,Balagere,675.0,1.0,45.0,1,6666.666666666667
660,Balagere,656.0,1.0,43.0,1,6554.878048780488
661,Balagere,1012.0,2.0,54.59,2,5394.268774703557
662,Balagere,1012.0,2.0,64.0,2,6324.110671936759
663,Balagere,1007.0,2.0,62.0,2,6156.901688182721
664,Balagere,1007.0,2.0,67.0,2,6653.4260178748755
665,Balagere,1007.0,2.0,66.0,2,6554.121151936445
666,Balagere,1205.0,2.0,63.86,2,5299.585062240664
667,Balagere,1012.0,2.0,53.58,2,5294.466403162055
668,Balagere,645.0,1.0,34.18,1,5299.224806201551
669,Balagere,1007.0,2.0,53.0,2,5263.1578947368425
670,Balagere,1210.0,2.0,69.0,2,5702.479338842975
671,Balagere,790.5,1.0,42.295,1,5350.411132194813
672,Balagere,1012.0,2.0,65.0,2,6422.924901185771
673,Balagere,656.0,1.0,38.77,1,5910.0609756097565
674,Balagere,645.0,1.0,39.0,1,6046.511627906977
675,Balagere,645.0,1.0,41.0,1,6356.589147286822
676,Balagere,1210.0,2.0,82.0,2,6776.859504132231
677,Balagere,656.0,1.0,34.77,1,5300.304878048782
678,Balagere,1205.0,2.0,73.87,2,6130.290456431535
679,Balagere,1012.0,2.0,70.0,2,6916.99604743083
680,Balagere,1007.0,2.0,68.0,2,6752.730883813307
681,Balagere,1205.0,2.0,67.0,2,5560.165975103734
682,Balagere,1205.0,2.0,79.0,2,6556.016597510374
683,Balagere,1012.0,2.0,68.0,2,6719.367588932806
684,Banashankari,1200.0,2.0,42.0,3,3500.0
685,Banashankari,1077.0,2.0,37.64,2,3494.8932219127205
686,Banashankari,1470.0,2.0,88.64,3,6029.931972789115
687,Banashankari,1300.0,2.0,75.0,3,5769.2307692307695
688,Banashankari,1800.0,3.0,115.0,3,6388.888888888889
689,Banashankari,1125.0,2.0,63.0,2,5600.0
690,Banashankari,1340.0,2.0,53.6,3,4000.0
691,Banashankari,1310.0,2.0,80.0,2,6106.8702290076335
692,Banashankari,2600.0,4.0,135.0,3,5192.307692307692
693,Banashankari,1900.0,2.0,170.0,3,8947.368421052632
694,Banashankari,1260.0,2.0,75.0,2,5952.380952380952
695,Banashankari,1170.0,2.0,46.79,2,3999.1452991452993
696,Banashankari,2500.0,4.0,95.0,4,3800.0
697,Banashankari,1350.0,2.0,83.0,3,6148.148148148148
698,Banashankari,1425.0,3.0,49.88,3,3500.3508771929824
699,Banashankari,1330.0,2.0,78.0,2,5864.661654135339
700,Banashankari,1400.0,2.0,78.0,3,5571.428571428572
701,Banashankari,1700.0,3.0,125.0,3,7352.941176470588
702,Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
703,Banashankari,1600.0,2.0,63.98,2,3998.75
704,Banashankari,1041.0,2.0,36.44,2,3500.480307396734
705,Banashankari,2400.0,1.0,200.0,1,8333.333333333334
706,Banashankari,1390.0,2.0,86.0,2,6187.050359712231
707,Banashankari,1460.0,2.0,70.0,2,4794.520547945205
708,Banashankari,1200.0,2.0,60.0,2,5000.0
709,Banashankari,1290.0,2.0,80.0,2,6201.550387596899
710,Banashankari,2582.0,5.0,250.0,3,9682.416731216112
711,Banashankari,1186.0,2.0,65.0,2,5480.607082630691
712,Banashankari,1650.0,3.0,101.0,3,6121.212121212121
713,Banashankari,1300.0,2.0,55.0,3,4230.7692307692305
714,Banashankari,1181.0,2.0,75.0,2,6350.550381033023
715,Banashankari,1105.0,2.0,90.0,2,8144.796380090498
716,Banashankari,720.0,1.0,60.0,1,8333.333333333334
717,Banashankari,1040.0,2.0,45.0,2,4326.923076923077
718,Banashankari,1330.0,2.0,77.0,2,5789.473684210527
719,Banashankari,1200.0,2.0,49.0,2,4083.3333333333335
720,Banashankari,1185.0,2.0,67.0,2,5654.008438818565
721,Banashankari,1000.0,2.0,50.0,2,5000.0
722,Banashankari,1650.0,3.0,90.75,3,5500.0
723,Banashankari,1650.0,3.0,101.0,3,6121.212121212121
724,Banashankari,1310.0,2.0,80.43,2,6139.69465648855
725,Banashankari,600.0,1.0,27.0,2,4500.0
726,Banashankari,1430.0,2.0,87.8,2,6139.8601398601395
727,Banashankari,1020.0,2.0,42.83,2,4199.019607843137
728,Banashankari,1372.0,2.0,48.02,3,3500.0
729,Banashankari,1540.0,3.0,80.0,3,5194.805194805195
730,Banashankari,1195.0,2.0,35.84,2,2999.1631799163183
731,Banashankari,1683.0,3.0,115.0,3,6833.036244800951
732,Banashankari,1800.0,3.0,125.0,3,6944.444444444444
733,Banashankari,1175.0,2.0,41.13,2,3500.4255319148942
734,Banashankari,1750.0,2.0,89.0,3,5085.714285714285
735,Banashankari,1800.0,3.0,175.0,3,9722.222222222223
736,Banashankari,1450.0,2.0,50.75,2,3500.0
737,Banashankari,1770.0,3.0,108.0,3,6101.6949152542375
738,Banashankari,1800.0,3.0,125.0,3,6944.444444444444
739,Banashankari,1200.0,2.0,42.0,3,3500.0
740,Banashankari,1420.0,3.0,66.0,3,4647.887323943662
741,Banashankari,1200.0,3.0,74.52,3,6210.0
742,Banashankari,1100.0,2.0,63.0,2,5727.272727272727
743,Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
744,Banashankari,1260.0,2.0,75.0,2,5952.380952380952
745,Banashankari,1340.0,2.0,53.6,3,4000.0
746,Banashankari,1426.0,3.0,85.0,3,5960.729312762974
747,Banashankari Stage II,1700.0,2.0,150.0,2,8823.529411764706
748,Banashankari Stage II,1200.0,2.0,150.0,4,12500.0
749,Banashankari Stage II,1500.0,2.0,120.0,3,8000.0
750,Banashankari Stage II,2400.0,3.0,510.0,5,21250.0
751,Banashankari Stage II,1240.0,2.0,59.52,3,4800.0
752,Banashankari Stage II,1250.0,2.0,110.0,2,8800.0
753,Banashankari Stage II,1260.0,2.0,95.0,3,7539.68253968254
754,Banashankari Stage II,2400.0,2.0,300.0,3,12500.0
755,Banashankari Stage II,1400.0,2.0,100.0,2,7142.857142857143
756,Banashankari Stage II,2800.0,3.0,425.0,5,15178.57142857143
757,Banashankari Stage II,3000.0,3.0,450.0,3,15000.0
758,Banashankari Stage II,1200.0,2.0,198.0,3,16500.0
759,Banashankari Stage II,1245.0,2.0,125.0,2,10040.160642570281
760,Banashankari Stage III,1305.0,2.0,58.7,3,4498.08429118774
761,Banashankari Stage III,1145.0,2.0,58.4,2,5100.436681222707
762,Banashankari Stage III,1650.0,3.0,118.0,3,7151.515151515152
763,Banashankari Stage III,2400.0,4.0,240.0,4,10000.0
764,Banashankari Stage III,1350.0,2.0,68.0,3,5037.037037037037
765,Banashankari Stage III,2000.0,4.0,100.0,4,5000.0
766,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
767,Banashankari Stage III,1305.0,2.0,60.0,3,4597.701149425287
768,Banashankari Stage III,1200.0,2.0,42.0,2,3500.0
769,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
770,Banashankari Stage III,1480.0,3.0,75.48,3,5100.0
771,Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
772,Banashankari Stage III,1304.0,2.0,111.0,2,8512.269938650306
773,Banashankari Stage III,3000.0,6.0,150.0,6,5000.0
774,Banashankari Stage III,1085.0,2.0,50.0,2,4608.294930875576
775,Banashankari Stage III,1500.0,2.0,100.0,3,6666.666666666667
776,Banashankari Stage III,2100.0,3.0,147.0,4,7000.0
777,Banashankari Stage III,1420.0,2.0,95.0,3,6690.140845070423
778,Banashankari Stage V,1300.0,2.0,58.5,3,4500.0
779,Banashankari Stage V,1305.0,2.0,49.0,3,3754.7892720306513
780,Banashankari Stage V,1035.0,2.0,35.77,2,3456.038647342996
781,Banashankari Stage V,1355.0,2.0,61.0,3,4501.845018450184
782,Banashankari Stage V,1510.0,3.0,47.57,3,3150.3311258278145
783,Banashankari Stage V,1650.0,3.0,51.98,3,3150.3030303030305
784,Banashankari Stage V,1630.0,3.0,51.35,3,3150.306748466258
785,Banashankari Stage V,1510.0,3.0,47.57,3,3150.3311258278145
786,Banashankari Stage V,1315.0,2.0,49.0,3,3726.235741444867
787,Banashankari Stage V,1540.0,3.0,48.51,3,3150.0
788,Banashankari Stage V,920.0,2.0,41.5,2,4510.869565217391
789,Banashankari Stage VI,1177.5,2.0,59.935,2,5090.0212314225055
790,Banashankari Stage VI,4800.0,4.0,190.0,4,3958.3333333333335
791,Banashankari Stage VI,2800.0,4.0,89.0,4,3178.5714285714284
792,Banashankari Stage VI,2200.0,4.0,195.0,4,8863.636363636364
793,Banashankari Stage VI,1160.0,2.0,59.0,2,5086.206896551724
794,Banashankari Stage VI,1180.0,2.0,59.47,2,5039.830508474576
795,Banashankari Stage VI,1423.0,2.0,71.73,3,5040.758959943781
796,Banashankari Stage VI,1392.0,3.0,69.46,3,4989.942528735632
797,Banashankari Stage VI,1410.5,2.0,70.385,3,4990.074441687346
798,Banashankari Stage VI,4800.0,3.0,200.0,4,4166.666666666667
799,Banaswadi,1184.0,2.0,53.0,2,4476.351351351352
800,Banaswadi,1145.0,2.0,55.0,2,4803.493449781659
801,Banaswadi,1250.0,2.0,60.0,2,4800.0
802,Banaswadi,1365.0,2.0,73.0,2,5347.985347985348
803,Banaswadi,1903.0,6.0,140.0,5,7356.8050446663165
804,Banaswadi,1222.0,2.0,80.0,2,6546.6448445171845
805,Banaswadi,870.0,2.0,38.0,2,4367.816091954023
806,Banaswadi,1200.0,2.0,60.0,2,5000.0
807,Banaswadi,1600.0,3.0,74.5,3,4656.25
808,Banaswadi,527.0,1.0,35.0,1,6641.366223908918
809,Banaswadi,1340.0,2.0,73.0,2,5447.761194029851
810,Banaswadi,1008.0,2.0,52.0,2,5158.730158730159
811,Banaswadi,1105.0,2.0,57.0,2,5158.371040723982
812,Banjara Layout,1200.0,2.0,70.0,2,5833.333333333333
813,Banjara Layout,1050.0,2.0,64.8,2,6171.428571428572
814,Banjara Layout,753.0,3.0,59.5,2,7901.726427622842
815,Banjara Layout,2500.0,4.0,140.0,3,5600.0
816,Bannerghatta,3012.0,6.0,250.0,4,8300.132802124834
817,Bannerghatta,1665.0,3.0,110.0,3,6606.606606606607
818,Bannerghatta,2370.0,4.0,195.0,3,8227.848101265823
819,Bannerghatta,1100.0,2.0,66.0,2,6000.0
820,Bannerghatta,2895.5,2.0,246.0,4,8495.941978932828
821,Bannerghatta,1113.0,2.0,70.0,2,6289.308176100629
822,Bannerghatta,1200.0,2.0,73.2,2,6100.0
823,Bannerghatta,1070.0,2.0,87.0,2,8130.841121495327
824,Bannerghatta,1776.0,3.0,124.0,3,6981.981981981982
825,Bannerghatta,1776.0,3.0,150.0,3,8445.945945945947
826,Bannerghatta Road,500.0,1.0,18.5,1,3700.0
827,Bannerghatta Road,1050.0,2.0,65.0,2,6190.476190476191
828,Bannerghatta Road,1170.0,2.0,66.0,3,5641.025641025641
829,Bannerghatta Road,595.0,1.0,33.32,1,5600.0
830,Bannerghatta Road,1445.0,3.0,95.0,3,6574.39446366782
831,Bannerghatta Road,1640.0,2.0,120.0,3,7317.073170731707
832,Bannerghatta Road,1380.0,3.0,58.0,4,4202.898550724638
